name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Leonard “Chick” Armstrong Recreation Center,"
7666E Fullerton Rd, Springfield, VA 22153","
ultimatebasketballtraining.com","
(703) 609-0932",,,38.8596527,-77.6380952,basketball classes for kids,22202
"Cross-Training Athletes into Believers, CTAB","
7666E Fullerton Rd, Springfield, VA 22153","
ultimatebasketballtraining.com","
(703) 609-0932",,,38.8596527,-77.6380952,basketball classes for kids,22202
Virginia Highlands Park Tennis Courts,"
Unnamed Road, Arlington, VA 22202",,,,,38.8596527,-77.6380952,basketball classes for kids,22202
Zitkala-Sa Park,"
3011 7th St N, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.8596527,-77.6380952,basketball classes for kids,22202
Towers Park,"
801 S Scott St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8596527,-77.6380952,basketball classes for kids,22202
Hoops Plus,"
45496 Ruritan Circle, Sterling, VA 20164","
hoopsplus.net","
(703) 430-8489",,,39.0075594,-78.0053377,basketball classes for kids,22202
Alcova Heights Park,"
901 S George Mason Dr, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
Crystal City Workout Park,"
2451 Crystal Dr, Arlington, VA 22202",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Walter Reed Senior Center,"
2909 16th St S, Arlington, VA 22204","
parks.arlingtonva.us","
(703) 228-0955",,,38.8612872,-77.6787726,basketball classes for kids,22202
Life Time,"
1440 N Edgewood St, Arlington, VA 22201","
lifetime.life","
(703) 666-2900",,,38.8612872,-77.6787726,basketball classes for kids,22202
Rocky Run Park Basketball Court,"
1109 N Barton St, Arlington, VA 22201",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Arlington County Parks & Recreation,"
2100 Clarendon Blvd UNIT 414, Arlington, VA 22201","
arlingtonva.us","
(703) 228-4747",,,38.8612872,-77.6787726,basketball classes for kids,22202
Angel Park Basketball Court,"
Alexandria, VA 22314",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Barcroft Park,"
4200 S Four Mile Run Dr, Arlington, VA 22206","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
MovementX — Physical Therapy in Arlington,"
2009 14th St N Suite 2, Arlington, VA 22201","
movement-x.com","
(703) 349-6464",,,38.8612872,-77.6787726,basketball classes for kids,22202
Champs Sports,"
1100 S Hayes St, Arlington, VA 22202","
stores.champssports.com","
(703) 415-3747",,,38.8612872,-77.6787726,basketball classes for kids,22202
Arlington Youth Football Club,"
475 Long Bridge Drive, Arlington, VA 22202",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Department of Parks and Recreation - Athletic and Facility Services Division,"
300 N Park Dr, Arlington, VA 22203","
arlingtonva.us","
(703) 228-4747",,,38.8612872,-77.6787726,basketball classes for kids,22202
Basketball Courts,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Foot Locker,"
1100 South Hayes Street Space 0x01, Arlington, VA 22202","
stores.footlocker.com","
(703) 415-3668",,,38.8612872,-77.6787726,basketball classes for kids,22202
Fort Barnard Park,"
2101 S Pollard St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
Evolution Basketball Training - Accotink,"
8519 Tuttle Rd, West Springfield, VA 22152","
evobball.com","
(703) 282-2222",,,38.8612872,-77.6787726,basketball classes for kids,22202
Bull Dawg Athletic Training and Physical Therapy,"
5001-A Langston Blvd. SUITE 102, Arlington, VA 22207","
bulldawgtraining.com","
(571) 970-6068",,,38.8612872,-77.6787726,basketball classes for kids,22202
JD Sports,"
1100 S Hayes St, Arlington, VA 22202","
jdsports.com","
(703) 413-1265",,,38.8612872,-77.6787726,basketball classes for kids,22202
Next Level Basketball Training,"
8305 Merrifield Ave Suite F, Fairfax, VA 22031","
nxtlevelbball.com","
(703) 313-1201",,,38.8612872,-77.6787726,basketball classes for kids,22202
Penrose Park,"
2200 6th St S, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
"EIE Sports, LLC","
429 Thorncliff Dr, Newport News, VA 23608","
eiesports.org","
(770) 855-7888",,,37.152093,-77.1261223,basketball classes for kids,22202
Barcroft Field,"
Arlington, VA 22206","
arlingtonva.us","
(703) 228-6525",,,38.8488665,-77.6780538,basketball classes for kids,22202
The Michael & Son Sportsplex at Dulles,"
Dulles Sportsplex, 21610 Atlantic Blvd, Sterling, VA 20166","
dullessportsplex.com","
(703) 430-9966",,,39.0164142,-78.0021918,basketball classes for kids,22202
Potomac Yard Park,"
2501 Potomac Ave, Alexandria, VA 22301","
alexandriava.gov",,,,38.8645081,-77.5896586,basketball classes for kids,22202
Arlington County Youth Department,"
3308 S Stafford St, Arlington, VA 22206","
arlingtonva.us","
(703) 228-6404",,,38.8645081,-77.5896586,basketball classes for kids,22202
Marine Corps Exchange,"
26 Joint Base Myer, 1555 Southgate Rd, Arlington, VA 22214","
hendersonhall.usmc-mccs.org","
(703) 979-8420",,,38.8645081,-77.5896586,basketball classes for kids,22202
Public Basketball Court,"
Blue Park Basketball Half Court, 18 E Linden St, Alexandria, VA 22301",,,,,38.8645081,-77.5896586,basketball classes for kids,22202
Drew Park Playground & Sprayground,"
2310 S Kenmore St, Arlington, VA 22206","
parks.arlingtonva.us","
(703) 228-6525",,,38.8645081,-77.5896586,basketball classes for kids,22202
Kids Foot Locker,"
1100 S Hayes St, Arlington, VA 22202","
stores.kidsfootlocker.com","
(703) 415-2566",,,38.8645081,-77.5896586,basketball classes for kids,22202
Four Mile Run Park,"
3700 Commonwealth Ave, Alexandria, VA 22305","
alexandriava.gov",,,,38.9057482,-77.6284551,basketball classes for kids,22202
Dudley's Sport and Ale,"
2766 S Arlington Mill Dr, Arlington, VA 22206","
dudleyssportandale.com","
(571) 312-2304",,,38.9057482,-77.6284551,basketball classes for kids,22202
Maury Park Tennis Courts,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.9057482,-77.6284551,basketball classes for kids,22202
"Veritas Collegiate Academy, National Landing Campus","
935 23rd St S, Arlington, VA 22202","
veritascollegiateacademydc.com","
(866) 564-4233",,,38.9057482,-77.6284551,basketball classes for kids,22202
YMCA Alexandria,"
420 E Monroe Ave, Alexandria, VA 22301","
ymcadc.org","
(703) 838-8085",,,38.9048213,-77.6284585,basketball training for kids,22202
Elevate Kids Basketball Training and Gym,"
8382 Terminal Rd Unit E, Lorton, VA 22079","
elevatesportstraining.com","
(703) 314-1688",,,38.9048213,-77.6284585,basketball training for kids,22202
Charles Houston Recreation Center,"
901 Wythe St, Alexandria, VA 22314","
alexandriava.gov","
(703) 746-5552",,,38.9048213,-77.6284585,basketball training for kids,22202
Casual Adventure Outfitters,"
3451 Washington Blvd, Arlington, VA 22201","
casualadventure.com","
(703) 527-0600",,,38.9048213,-77.6284585,basketball training for kids,22202
SP8 Ball Training,"
7409 Lockport Pl, Lorton, VA 22079","
sp8balltraining.com","
(703) 887-3986",,,38.9048213,-77.6284585,basketball training for kids,22202
Dawson Terrace Community Center,"
2133 N Taft St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-5725",,,38.9048213,-77.6284585,basketball training for kids,22202
Nannie J Lee Memorial Recreation Center,"
1108 Jefferson St, Alexandria, VA 22314","
alexandriava.gov","
(703) 746-5550",,,38.9048213,-77.6284585,basketball training for kids,22202
Nova Fencing and Archery Club,"
3505 Carlin Springs Rd, Falls Church, VA 22041","
novafencingclub.com","
(703) 999-8077",,,38.9048213,-77.6284585,basketball training for kids,22202
MedStar Capitals Iceplex,"
627 N Glebe Rd SUITE 800, Arlington, VA 22203","
medstarcapitalsiceplex.com","
(571) 224-0555",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Skyline,"
5115 Leesburg Pike, Falls Church, VA 22041","
onelifefitness.com","
(703) 820-4100",,,38.9048213,-77.6284585,basketball training for kids,22202
Goldfish Swim School - Alexandria,"
3155-B Duke St, Alexandria, VA 22314","
goldfishswimschool.com","
(703) 844-2818",,,38.9048213,-77.6284585,basketball training for kids,22202
Quincy Park,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9048213,-77.6284585,basketball training for kids,22202
Eugene Simpson Stadium Park,"
426 E Monroe Ave, Alexandria, VA 22301","
alexandriava.gov","
(703) 746-5492",,,38.9048213,-77.6284585,basketball training for kids,22202
Hayes Park,"
1516 N Lincoln St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9048213,-77.6284585,basketball training for kids,22202
Capstone Performance Training - Falls Church,"
444 W Broad St ste b, Falls Church, VA 22046","
capstoneperformancetraining.com","
(703) 914-3591",,,38.9048213,-77.6284585,basketball training for kids,22202
Parklawn Pool,"
6011 Crater Pl, Alexandria, VA 22312","
parklawnpool.org","
(571) 447-9461",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Ballston,"
4238 Wilson Blvd, Arlington, VA 22203","
onelifefitness.com","
(703) 816-8800",,,38.9048213,-77.6284585,basketball training for kids,22202
DSW Designer Shoe Warehouse,"
1301 S Joyce St, Arlington, VA 22202","
stores.dsw.com","
(703) 412-0818",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Old Town,"
209 Madison St, Alexandria, VA 22314","
onelifefitness.com","
(703) 548-6822",,,38.9048213,-77.6284585,basketball training for kids,22202
LMVSC,"
6212 Cameron Farms Pl, Alexandria, VA 22310","
lmvsc.org","
(703) 863-4255",,,38.9038943,-77.6284618,youth basketball league,22202
High View Park,"
1945 N Dinwiddie St, Arlington, VA 22207","
parks.arlingtonva.us","
(571) 429-5013",,,38.9038943,-77.6284618,youth basketball league,22202
Arlington Mill Community Center,"
909 S Dinwiddie St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-7790",,,38.9038943,-77.6284618,youth basketball league,22202
Fields Park,"
775 N George Mason Dr, Arlington, VA 22203","
arlingtonva.us","
(703) 228-6525",,,38.9038943,-77.6284618,youth basketball league,22202
Cookology Culinary School,"
4238 Wilson Blvd 3rd Floor, Suite #3110, Arlington, VA 22203","
cookologyonline.com","
(703) 433-1909",,,38.9029674,-77.6284651,basketball academy for kids,22202
Giant Basketball Academy,"
20145 Ashbrook Pl, Ashburn, VA 20147","
giantbasketball.com",,,,39.0592041,-78.0407065,basketball academy for kids,22202
St. Stephen's and St. Agnes School Summertimes,"
400 Fontaine St, Alexandria, VA 22302","
summertimes.org","
(703) 212-2777",,,38.9109406,-77.6126801,basketball academy for kids,22202
Sleepy Hollow Recreation Association,"
3538 Sleepy Hollow Rd, Falls Church, VA 22041","
shrasharks.org","
(703) 941-0456",,,38.9109406,-77.6126801,basketball academy for kids,22202
Bluemont Park,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9109406,-77.6126801,basketball academy for kids,22202
Syphax Education Center,"
2110 Washington Blvd, Arlington, VA 22204","
apsva.us","
(703) 228-6000",,,38.9109406,-77.6126801,basketball academy for kids,22202
British Swim School at Onelife Fitness - Falls Church,"
1000 E Broad St, Falls Church, VA 22046","
britishswimschool.com","
(202) 988-3825",,,38.9109406,-77.6126801,basketball academy for kids,22202
Orange Line Sports,"
4302 36th St S, Arlington, VA 22206","
orangelinesports.com","
(516) 967-9113",,,38.8707089,-77.2123392,basketball camp,22202
Charles Drew Community Center,"
3500 23rd St S, Arlington, VA 22206","
arlingtonva.us","
(703) 228-5725",,,38.8707089,-77.2123392,basketball camp,22202
Onelife Fitness - Crystal Park,"
2231 Crystal Dr, Arlington, VA 22202","
onelifefitness.com","
(703) 486-3380",,,38.8707089,-77.2123392,basketball camp,22202
Charles Barrett Recreation Center,"
1115 Martha Custis Dr, Alexandria, VA 22302","
alexandriava.gov","
(703) 746-5551",,,38.8707089,-77.2123392,basketball camp,22202
Summer Camp at Episcopal,"
1200 N Quaker Ln, Alexandria, VA 22302","
summeratepiscopal.org","
(703) 933-4040",,,38.8707089,-77.2123392,basketball camp,22202
Arlington Sports Conditioning,"
Lubber Run Community Center, 300 N Park Dr, Arlington, VA 22203","
arlingtonsc.com","
(703) 801-6248",,,38.8707089,-77.2123392,basketball camp,22202
JST Athletics,"
950 N Washington St, Alexandria, VA 22314","
jstathletics.org","
(703) 927-5008",,,38.8707089,-77.2123392,basketball camp,22202
Elevate,"
8382 Terminal Rd Unit E, Lorton, VA 22079","
elevatesportstraining.com","
(703) 314-1688",,,38.730609,-77.3384609,basketball skills training,22202
Washington Sailing Marina,"
1 Marina Dr, Alexandria, VA 22314","
washingtonsailingmarina.com","
(703) 548-9027",,,38.8332089,-77.1858792,basketball skills training,22202
"Capital Tennis & Pickleball (aka Capital Tennis & Stringing, LLC)","
2200 Wilson Blvd #102, Arlington, VA 22201","
capitalstringing.com","
(703) 597-4619",,,38.8332089,-77.1858792,basketball skills training,22202
Onelife Fitness - Alexandria,"
305 Hooffs Run Dr, Alexandria, VA 22314","
onelifefitness.com","
(571) 317-1600",,,38.8810994,-77.1453316,basketball skills training,22202
Dominion Hills Area Recreation,"
6000 Wilson Blvd, Arlington, VA 22205","
dominionhills.org","
(703) 533-7550",,,38.8733909,-77.2816349,basketball skills training,22202
"LCF KIDS - Falls Church, VA","
150 S Washington St #100, Falls Church, VA 22046","
lcfkids.com","
(703) 909-7971",,,38.8814801,-77.3165098,basketball skills training,22202
Infinite Skills Basketball Training,"
2729 Merrilee Dr, Fairfax, VA 22031","
infiniteskill.org","
(202) 932-8624",,,38.8790248,-77.3747731,basketball skills training,22202
Hayes Park Tennis Courts,"
1516 N Lincoln St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.8899254,-77.2483941,basketball skills training,22202
Legends Sports,"
3607-C Chain Bridge Rd, Fairfax, VA 22030","
playlegends.com","
(703) 255-5165",,,38.857235,-77.4511706,basketball skills training,22202
Thomas Jefferson Park Tennis Courts 🎾,"
3501 2nd St S, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8698471,-77.2383237,basketball skills training,22202
Evolution Basketball - Beaumeade,"
21760 Beaumeade Cir, Ashburn, VA 20147","
evobball.com",,,,39.016896,-77.6005103,basketball skills training,22202
LA Fitness,"
4300 King St, Alexandria, VA 22302","
lafitness.com","
(571) 431-1716",,,38.8371835,-77.2475891,basketball skills training,22202
Excite Soccer,"
3712 12th St S, Arlington, VA 22204","
excitesoccer.com","
(240) 418-2302",,,38.858657,-77.2385516,soccer classes for kids,22202
Kids Pro Soccer,"
107 S West St, Alexandria, VA 22314","
kidsprosoccer.com","
(202) 438-8555",,,38.858657,-77.2385516,soccer classes for kids,22202
Arlington Soccer Association,"
5210 Wilson Blvd, Arlington, VA 22205","
arlingtonsoccer.com","
(703) 527-0157",,,38.858657,-77.2385516,soccer classes for kids,22202
Gunston Bubble,"
2700 S Lang St, Arlington, VA 22206","
arlingtonva.us",,,,38.858657,-77.2385516,soccer classes for kids,22202
Alexandria Soccer Association,"
1108 Jefferson St, Alexandria, VA 22314","
alexandria-soccer.org","
(703) 684-5425",,,38.858657,-77.2385516,soccer classes for kids,22202
LTB Soccer,"
1900 Columbia Pike, Arlington, VA 22204","
ltbsoccer.com","
(202) 215-8676",,,38.858657,-77.2385516,soccer classes for kids,22202
Capstone Soccer,"
2830 Fallfax Dr, Falls Church, VA 22042","
capstonesoccer.com","
(703) 914-3548",,,38.8757695,-77.3529631,soccer classes for kids,22202
Long Bridge Aquatics & Fitness Center,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",,,38.8704035,-77.1874613,soccer classes for kids,22202
